FileName,Class,TotalFrames,ClassEncoded
ALS_IceBucket_Challenge_000.mp4,ALS_IceBucket_Challenge,69,0
ALS_IceBucket_Challenge_001.mp4,ALS_IceBucket_Challenge,40,0
ALS_IceBucket_Challenge_002.mp4,ALS_IceBucket_Challenge,67,0
ALS_IceBucket_Challenge_003.mp4,ALS_IceBucket_Challenge,39,0
ALS_IceBucket_Challenge_004.mp4,ALS_IceBucket_Challenge,51,0
ALS_IceBucket_Challenge_005.mp4,ALS_IceBucket_Challenge,37,0
ALS_IceBucket_Challenge_006.mp4,ALS_IceBucket_Challenge,74,0
ALS_IceBucket_Challenge_007.mp4,ALS_IceBucket_Challenge,58,0
ALS_IceBucket_Challenge_008.mp4,ALS_IceBucket_Challenge,43,0
ALS_IceBucket_Challenge_009.mp4,ALS_IceBucket_Challenge,43,0
ALS_IceBucket_Challenge_010.mp4,ALS_IceBucket_Challenge,47,0
ALS_IceBucket_Challenge_011.mp4,ALS_IceBucket_Challenge,37,0
ALS_IceBucket_Challenge_012.mp4,ALS_IceBucket_Challenge,59,0
ALS_IceBucket_Challenge_013.mp4,ALS_IceBucket_Challenge,46,0
ALS_IceBucket_Challenge_014.mp4,ALS_IceBucket_Challenge,44,0
ALS_IceBucket_Challenge_015.mp4,ALS_IceBucket_Challenge,50,0
CPR_000.mp4,CPR,51,1
CPR_001.mp4,CPR,53,1
CPR_002.mp4,CPR,82,1
CPR_003.mp4,CPR,87,1
CPR_004.mp4,CPR,45,1
CPR_005.mp4,CPR,63,1
CPR_006.mp4,CPR,61,1
CPR_007.mp4,CPR,52,1
CPR_008.mp4,CPR,84,1
CPR_009.mp4,CPR,78,1
CPR_010.mp4,CPR,76,1
CPR_011.mp4,CPR,41,1
CPR_012.mp4,CPR,83,1
CPR_013.mp4,CPR,64,1
CPR_014.mp4,CPR,55,1
CPR_015.mp4,CPR,67,1
abseiling_000.mp4,abseiling,63,2
abseiling_001.mp4,abseiling,61,2
abseiling_002.mp4,abseiling,87,2
abseiling_003.mp4,abseiling,102,2
abseiling_004.mp4,abseiling,64,2
abseiling_005.mp4,abseiling,123,2
abseiling_006.mp4,abseiling,132,2
abseiling_007.mp4,abseiling,100,2
abseiling_008.mp4,abseiling,132,2
abseiling_009.mp4,abseiling,61,2
abseiling_010.mp4,abseiling,131,2
abseiling_011.mp4,abseiling,135,2
abseiling_012.mp4,abseiling,120,2
abseiling_013.mp4,abseiling,65,2
abseiling_014.mp4,abseiling,51,2
abseiling_015.mp4,abseiling,85,2
add_new_car_tire_000.mp4,add_new_car_tire,152,3
