FileName,Class,TotalFrames,ClassEncoded
ALS_IceBucket_Challenge_017.mp4,ALS_IceBucket_Challenge,70,0
ALS_IceBucket_Challenge_018.mp4,ALS_IceBucket_Challenge,59,0
ALS_IceBucket_Challenge_019.mp4,ALS_IceBucket_Challenge,91,0
CPR_017.mp4,CPR,81,1
CPR_018.mp4,CPR,88,1
CPR_019.mp4,CPR,81,1
abseiling_017.mp4,abseiling,63,2
abseiling_018.mp4,abseiling,105,2
abseiling_019.mp4,abseiling,67,2
add_new_car_tire_017.mp4,add_new_car_tire,164,3
add_new_car_tire_018.mp4,add_new_car_tire,137,3
add_new_car_tire_019.mp4,add_new_car_tire,182,3
adjusting_glasses_017.mp4,adjusting_glasses,42,4
adjusting_glasses_018.mp4,adjusting_glasses,58,4
adjusting_glasses_019.mp4,adjusting_glasses,27,4
air_drumming_017.mp4,air_drumming,74,5
air_drumming_018.mp4,air_drumming,63,5
air_drumming_019.mp4,air_drumming,124,5
air_guitar_017.mp4,air_guitar,82,6
air_guitar_018.mp4,air_guitar,38,6
air_guitar_019.mp4,air_guitar,42,6
air_hocky_017.mp4,air_hocky,32,7
air_hocky_018.mp4,air_hocky,23,7
air_hocky_019.mp4,air_hocky,43,7
alligator_wrestling_017.mp4,alligator_wrestling,67,8
alligator_wrestling_018.mp4,alligator_wrestling,121,8
alligator_wrestling_019.mp4,alligator_wrestling,85,8
applauding_017.mp4,applauding,28,9
applauding_018.mp4,applauding,37,9
applauding_019.mp4,applauding,44,9
applying_cream_017.mp4,applying_cream,39,10
applying_cream_018.mp4,applying_cream,132,10
applying_cream_019.mp4,applying_cream,82,10
archery_017.mp4,archery,29,11
archery_018.mp4,archery,11,11
archery_019.mp4,archery,48,11
arm_wave_017.mp4,arm_wave,127,12
arm_wave_018.mp4,arm_wave,44,12
arm_wave_019.mp4,arm_wave,75,12
arm_wrestling_017.mp4,arm_wrestling,41,13
arm_wrestling_018.mp4,arm_wrestling,66,13
arm_wrestling_019.mp4,arm_wrestling,45,13
atlatl_throw_017.mp4,atlatl_throw,46,14
atlatl_throw_018.mp4,atlatl_throw,16,14
atlatl_throw_019.mp4,atlatl_throw,27,14
axe_throwing_017.mp4,axe_throwing,17,15
axe_throwing_018.mp4,axe_throwing,9,15
