FileName,Class,TotalFrames,ClassEncoded
ALS_IceBucket_Challenge_016.mp4,ALS_IceBucket_Challenge,54,0
CPR_016.mp4,CPR,49,1
abseiling_016.mp4,abseiling,86,2
add_new_car_tire_016.mp4,add_new_car_tire,177,3
adjusting_glasses_016.mp4,adjusting_glasses,17,4
air_drumming_016.mp4,air_drumming,37,5
air_guitar_016.mp4,air_guitar,26,6
air_hocky_016.mp4,air_hocky,130,7
alligator_wrestling_016.mp4,alligator_wrestling,63,8
applauding_016.mp4,applauding,40,9
applying_cream_016.mp4,applying_cream,29,10
archery_016.mp4,archery,32,11
arm_wave_016.mp4,arm_wave,106,12
arm_wrestling_016.mp4,arm_wrestling,43,13
atlatl_throw_016.mp4,atlatl_throw,20,14
axe_throwing_016.mp4,axe_throwing,17,15
backflip_016.mp4,backflip,51,16
backward_roll_016.mp4,backward_roll,48,17
badminton_overswing_016.mp4,badminton_overswing,34,18
badminton_serve_016.mp4,badminton_serve,37,19
badminton_underswing_016.mp4,badminton_underswing,33,20
balancebeam_flip_016.mp4,balancebeam_flip,37,21
balancebeam_jump_016.mp4,balancebeam_jump,40,22
balancebeam_rotate_016.mp4,balancebeam_rotate,49,23
balancebeam_spin_016.mp4,balancebeam_spin,36,24
balancebeam_walk_016.mp4,balancebeam_walk,45,25
balloon_animal_016.mp4,balloon_animal,104,26
bandaging_016.mp4,bandaging,112,27
base_jumping_016.mp4,base_jumping,42,28
baseball_bunt_016.mp4,baseball_bunt,56,29
baseball_catch_catcher_016.mp4,baseball_catch_catcher,19,30
baseball_catch_flyball_016.mp4,baseball_catch_flyball,22,31
baseball_catch_groundball_016.mp4,baseball_catch_groundball,34,32
baseball_pitch_016.mp4,baseball_pitch,46,33
baseball_run_016.mp4,baseball_run,61,34
baseball_swing_016.mp4,baseball_swing,68,35
basketball_dribble_016.mp4,basketball_dribble,33,36
basketball_dunk_016.mp4,basketball_dunk,29,37
basketball_hookshot_016.mp4,basketball_hookshot,27,38
basketball_jabstep_016.mp4,basketball_jabstep,47,39
basketball_layup_016.mp4,basketball_layup,43,40
basketball_pass_016.mp4,basketball_pass,24,41
basketball_shoot_016.mp4,basketball_shoot,91,42
battle-rope_jumping-jack_016.mp4,battle-rope_jumping-jack,38,43
battle-rope_power-slam_016.mp4,battle-rope_power-slam,28,44
battle-rope_rainbow_016.mp4,battle-rope_rainbow,66,45
battle-rope_russian-twist_016.mp4,battle-rope_russian-twist,58,46
battle-rope_sideplank_016.mp4,battle-rope_sideplank,56,47
battle-rope_snake_016.mp4,battle-rope_snake,48,48
battle-rope_wave_016.mp4,battle-rope_wave,15,49
beer_pong_throw_016.mp4,beer_pong_throw,20,50
belly_dancing_016.mp4,belly_dancing,62,51
bench_dip_016.mp4,bench_dip,56,52
bending_back_016.mp4,bending_back,41,53
bike_fall_016.mp4,bike_fall,16,54
billiard_hit_016.mp4,billiard_hit,78,55
blow_gun_016.mp4,blow_gun,12,56
blowdrying_hair_016.mp4,blowdrying_hair,114,57
blowing kisses_016.mp4,blowing kisses,24,58
blowing_balloon_016.mp4,blowing_balloon,136,59
blowing_glass_016.mp4,blowing_glass,25,60
blowing_gum_016.mp4,blowing_gum,46,61
blowing_leaf_016.mp4,blowing_leaf,41,62
blowing_nose_016.mp4,blowing_nose,108,63
bmx_jumping_016.mp4,bmx_jumping,65,64
bmx_riding_016.mp4,bmx_riding,39,65
bowing_fullbody_016.mp4,bowing_fullbody,143,66
bowing_waist_016.mp4,bowing_waist,73,67
bowling_016.mp4,bowling,36,68
bowls_throw_016.mp4,bowls_throw,37,69
breakdancing_flare_016.mp4,breakdancing_flare,52,70
breakdancing_flip_016.mp4,breakdancing_flip,12,71
breakdancing_rotate_016.mp4,breakdancing_rotate,27,72
breakdancing_support_016.mp4,breakdancing_support,44,73
brushing_floor_016.mp4,brushing_floor,106,74
brushing_hair_016.mp4,brushing_hair,82,75
brushing_teeth_016.mp4,brushing_teeth,19,76
building_snowman_016.mp4,building_snowman,45,77
burpee_016.mp4,burpee,116,78
burping_016.mp4,burping,19,79
calfrope_catch_016.mp4,calfrope_catch,52,80
calfrope_rope_016.mp4,calfrope_rope,40,81
calfrope_subdue_016.mp4,calfrope_subdue,52,82
canoeing_slalom_016.mp4,canoeing_slalom,48,83
